ID,Form_ID,Form,Cognateset_ID,Doubt,Cognate_Detection_Method,Source,Alignment,Alignment_Method,Alignment_Source
1,1,hiʐitakã,grate632,false,expert,Chacon2018,h   i   -   ʐ   i   t   a   k   ã   -,,Chacon2018
2,2,phiɽike,grate632,false,expert,Chacon2018,p ʰ   i   -   ɽ   i   k   e   -   -   -,,Chacon2018
3,3,phieʐita,grate632,false,expert,Chacon2018,p ʰ   i   e   ʐ   i   t   a   -   -   -,,Chacon2018
4,4,pakʰakənĩpɛ,grate636,false,expert,Chacon2018,,,Chacon2018
5,5,idaitakada,grate630,false,expert,Chacon2018,i   d   a   i   t   a   k   a   d   a,,Chacon2018
6,6,daitaketi,grate630,false,expert,Chacon2018,# N A M E ?,,Chacon2018
7,7,idaitaketi,grate630,false,expert,Chacon2018,i   d   a   i   t   a   k   e   t   i,,Chacon2018
8,8,feritaka,grate632,false,expert,Chacon2018,f   e   -   ɾ   i   t   a   k   a   -,,Chacon2018
9,9,piakaɾa,grate637,false,expert,Chacon2018,,,Chacon2018
10,10,tedzudaɽi,hairy689,false,expert,Chacon2018,t   -   e   d z   u   d   a   ɽ   i,,Chacon2018
11,11,keːdzukɛhɛ̃,hairy689,false,expert,Chacon2018,k   -   e ː   d z   u   k   ɛ   h   ɛ ̃,,Chacon2018
12,12,nuidzo,hairy689,false,expert,Chacon2018,n   u   i   d z   o   -   -   -   -,,Chacon2018
13,13,ɽiːja,hairy688,false,expert,Chacon2018,,,Chacon2018
14,14,ɾitʃiaɾim̥əhanipaitɛː,hairy691,false,expert,Chacon2018,ɾ   i   t ʃ   i   a   -   ɾ   i   m ʰ   ə   h   a   n   i   p   a   i   t   ɛ ː,,Chacon2018
15,15,m̥itũhu,hairy692,false,expert,Chacon2018,,,Chacon2018
16,16,ɽʰienahɐ̃,he1632,false,expert,Chacon2018,-   -   -   -   -   ɽ ʰ   i   e   n   a   h   ɐ ̃,,Chacon2018
17,17,ɽia ~ ɽʰia,he1698,false,expert,Chacon2018,,,Chacon2018
18,18,haːtahɐ̃,he1632,false,expert,Chacon2018,# N A M E ?,,Chacon2018
19,19,hienahã,he1632,false,expert,Chacon2018,# N A M E ?,,Chacon2018
20,20,ɽhia,he1698,false,expert,Chacon2018,,,Chacon2018
21,21,ɽia,he1698,false,expert,Chacon2018,,,Chacon2018
22,22,hã,he1633,false,expert,Chacon2018,,,Chacon2018
23,23,n̥ãhanaɾianʊka,he1633,false,expert,Chacon2018,,,Chacon2018
24,24,hlia,he1698,false,expert,Chacon2018,l ʰ   i   a,,Chacon2018
25,25,hlia,he1698,false,expert,Chacon2018,l ʰ   i   a,,Chacon2018
26,26,hlia,he1698,false,expert,Chacon2018,l ʰ   i   a,,Chacon2018
27,27,hlia,he1698,false,expert,Chacon2018,l ʰ   i   a,,Chacon2018
28,28,aɛpaɾo,he709,false,expert,Chacon2018,,,Chacon2018
29,29,liːnai,instrumental834,false,expert,Chacon2018,,,Chacon2018
30,30,liːo,instrumental835,false,expert,Chacon2018,l   i ː   o,,Chacon2018
31,31,takale,instrumental837,false,expert,Chacon2018,,,Chacon2018
32,32,jo,instrumental835,false,expert,Chacon2018,# N A M E ?,,Chacon2018
33,33,peritiahamoanai,maniocflourinwater971,false,expert,Chacon2018,,,Chacon2018
34,34,kamuataka,maniocflourinwater972,false,expert,Chacon2018,,,Chacon2018
35,35,kamuataka,maniocflourinwater972,false,expert,Chacon2018,,,Chacon2018
36,36,tirolipi,maniocsqueezer973,false,expert,Chacon2018,,,Chacon2018
37,37,hiːrina,maniocsqueezer974,false,expert,Chacon2018,,,Chacon2018
38,38,tirolipi,maniocsqueezer973,false,expert,Chacon2018,,,Chacon2018
39,39,tirolipi,maniocsqueezer973,false,expert,Chacon2018,,,Chacon2018
40,40,hale waikao,goodmorning629,false,expert,Chacon2018,,,Chacon2018
41,41,heːkuapi waːwika,goodmorning629,false,expert,Chacon2018,,,Chacon2018
42,42,haleka waika,goodmorning629,false,expert,Chacon2018,,,Chacon2018
43,43,hale waiko,goodmorning629,false,expert,Chacon2018,,,Chacon2018
44,44,taːpu,riverchanel1266,false,expert,Chacon2018,,,Chacon2018
45,45,peritia,porrige1206,false,expert,Chacon2018,,,Chacon2018
46,46,patsiaka,porrige1207,false,expert,Chacon2018,,,Chacon2018
47,47,patsiaka,porrige1207,false,expert,Chacon2018,,,Chacon2018
48,48,peritia,porrige1206,false,expert,Chacon2018,,,Chacon2018
49,49,kajdakʷɐ,sand1340,false,expert,Chacon2018,,,Chacon2018
50,50,tsɛnonisɛ,above3,false,expert,Chacon2018,# N A M E ?,,Chacon2018
51,51,dzenoʐe,above3,false,expert,Chacon2018,# N A M E ?,,Chacon2018
52,52,ɽianihonipe,above3,false,expert,Chacon2018,ɽ   i   a   n   i   -   h   o   n   i   p   e,,Chacon2018
53,53,ɽiːkahe,above4,false,expert,Chacon2018,,,Chacon2018
54,54,ɽiːka,above4,false,expert,Chacon2018,,,Chacon2018
55,55,ĩhienunisɛ,above3,false,expert,Chacon2018,# N A M E ?,,Chacon2018
56,56,lieːkuete,above1,false,expert,Chacon2018,l   i   e ː   k   u   e   t   e,,Chacon2018
57,57,linako ~ nako,above2,false,expert,Chacon2018,l   i   n   a   k   o   -   -   -,,Chacon2018
58,58,liekoana,above1,false,expert,Chacon2018,l   i   e   k   o   a   n   a,,Chacon2018
59,59,lieːkuana,above1,false,expert,Chacon2018,l   i   e ː   k   u   a   n   a,,Chacon2018
60,60,niwaba,above10,false,expert,Chacon2018,,,Chacon2018
61,61,deːpina,afternoon1118,false,expert,Chacon2018,d   e ː   p   i   n   a   -   -,,Chacon2018
62,62,deːpina,afternoon1118,false,expert,Chacon2018,d   e ː   p   i   n   a   -   -,,Chacon2018
63,63,deːpina,afternoon1118,false,expert,Chacon2018,d   e ː   p   i   n   a   -   -,,Chacon2018
64,64,dainoma,afternoon1118,false,expert,Chacon2018,d   a   -   i   n   o   m   a,,Chacon2018
65,65,pʰiomɛ,all30,false,expert,Chacon2018,,,Chacon2018
66,66,pʰiomɛ,all30,false,expert,Chacon2018,,,Chacon2018
67,67,pʰiumɛ,all30,false,expert,Chacon2018,,,Chacon2018
68,68,pʰiumɛ,all30,false,expert,Chacon2018,,,Chacon2018
69,69,phiume,all30,false,expert,Chacon2018,,,Chacon2018
70,70,kanakuda,all34,false,expert,Chacon2018,,,Chacon2018
71,71,phiume,all30,false,expert,Chacon2018,,,Chacon2018
72,72,mehanʊ̃pɛ,all976,false,expert,Chacon2018,m   e   h   a   n   ʊ ̃   p   ɛ   -   -,,Chacon2018
73,73,piomi,all30,false,expert,Chacon2018,,,Chacon2018
74,74,padeːniri,all41,false,expert,Chacon2018,p   a   d   e ː   n   i   ɾ   i,,Chacon2018
75,75,padeniri,all41,false,expert,Chacon2018,p   a   d   e   n   i   ɾ   i,,Chacon2018
76,76,piomi,all30,false,expert,Chacon2018,,,Chacon2018
77,77,pajɛɾoi,all41,false,expert,Chacon2018,p   a   j   ɛ   ɾ   o   i   -,,Chacon2018
78,78,umawaɽi,anaconda42,false,expert,Chacon2018,,,Chacon2018
79,79,sruatsaka ~ liatsaka,and43,false,expert,Chacon2018,,,Chacon2018
80,80,nete,and44,false,expert,Chacon2018,,,Chacon2018
81,81,nete,and44,false,expert,Chacon2018,,,Chacon2018
82,82,maːhikali,animal45,false,expert,Chacon2018,,,Chacon2018
83,83,kufeːti,animal46,false,expert,Chacon2018,,,Chacon2018
84,84,itsiri,animal48,false,expert,Chacon2018,,,Chacon2018
85,85,maːhikali,animal45,false,expert,Chacon2018,,,Chacon2018
86,86,nũnaːpa,arm40,false,expert,Chacon2018,n   ũ   n   a ː   p   a,,Chacon2018
87,87,ɽinapa,arm40,false,expert,Chacon2018,ɽ   i   n   a   p   a,,Chacon2018
88,88,wɐnaːpa,arm40,false,expert,Chacon2018,w   ɐ   n   a ː   p   a,,Chacon2018
89,89,nunapa,arm40,false,expert,Chacon2018,n   u   n   a   p   a,,Chacon2018
90,90,nunaːpa,arm40,false,expert,Chacon2018,n   u   n   a ː   p   a,,Chacon2018
91,91,wakapi,arm697,false,expert,Chacon2018,,,Chacon2018
92,92,pakapi,arm697,false,expert,Chacon2018,,,Chacon2018
93,93,nanu,arm40,false,expert,Chacon2018,# N A M E ?,,Chacon2018
94,94,ʈidzɛheni,ash61,false,expert,Chacon2018,t   i   d   z   ɛ   h   e   n   i   -   -   -   -,,Chacon2018
95,95,paɾiada,ash53,false,expert,Chacon2018,,,Chacon2018
96,96,paɽiada,ash53,false,expert,Chacon2018,,,Chacon2018
97,97,paɽi,ash53,false,expert,Chacon2018,,,Chacon2018
98,98,ɽiphi en hen,ash61,false,expert,Chacon2018,ɽ   i   -   -   -   p ʰ   i   e   n   #   h   e   n,,Chacon2018
99,99,ɽĩːpeni,ash61,false,expert,Chacon2018,ɽ   ĩ ː   -   -   -   p   e   n   i   -   -   -   -,,Chacon2018
100,100,tidzemheni,ash61,false,expert,Chacon2018,t   i   d   z   e   m ʰ   e   n   i   -   -   -   -,,Chacon2018
101,101,kãdaɾi,ash62,false,expert,Chacon2018,,,Chacon2018
102,102,limale,ash52,false,expert,Chacon2018,,,Chacon2018
103,103,limale,ash52,false,expert,Chacon2018,,,Chacon2018
104,104,paliapokoa,ash53,false,expert,Chacon2018,,,Chacon2018
105,105,limale,ash52,false,expert,Chacon2018,,,Chacon2018
106,106,paɾitʃi,ash53,false,expert,Chacon2018,,,Chacon2018
107,107,nupaʰnɛpɛ,back7,false,expert,Chacon2018,n   u   -   -   p   a ʰ   n   ɛ   p   ɛ,,Chacon2018
108,108,ɽitama,back64,false,expert,Chacon2018,,,Chacon2018
109,109,pitamwa,back64,false,expert,Chacon2018,,,Chacon2018
110,110,nuthama,back64,false,expert,Chacon2018,,,Chacon2018
111,111,noawehete,back67,false,expert,Chacon2018,n   o   -   a   w ʰ   e   t   e   -   -,,Chacon2018
112,112,nũtʃãmẽ,back64,false,expert,Chacon2018,,,Chacon2018
113,113,linʰapi,back8,false,expert,Chacon2018,l   i   n ʰ   a   -   p   i   -   -,,Chacon2018
114,114,linʰiapi,back8,false,expert,Chacon2018,l   i   n ʰ   i   a   p   i   -   -,,Chacon2018
115,115,linaːphi,back8,false,expert,Chacon2018,l   i   n   a ː   -   p ʰ   i   -   -,,Chacon2018
116,116,litama,back64,false,expert,Chacon2018,,,Chacon2018
117,117,nunapita,back8,false,expert,Chacon2018,n   u   n   a   -   p   i   t   a,,Chacon2018
118,118,maːtʃidɛ,bad72,false,expert,Chacon2018,,,Chacon2018
119,119,matʃi,bad72,false,expert,Chacon2018,,,Chacon2018
120,120,maːʃitɛ,bad72,false,expert,Chacon2018,,,Chacon2018
121,121,mãːtsitɛ,bad72,false,expert,Chacon2018,m   ã ː   t s   i   t   ɛ,,Chacon2018
122,122,maːtsi,bad72,false,expert,Chacon2018,,,Chacon2018
123,123,maːtsi,bad72,false,expert,Chacon2018,,,Chacon2018
124,124,maːtsidale,bad72,false,expert,Chacon2018,,,Chacon2018
125,125,maːtsi,bad72,false,expert,Chacon2018,,,Chacon2018
126,126,odzudɛnami,bad80,false,expert,Chacon2018,o   d z   u   d   ɛ   n   a   m   i,,Chacon2018
127,127,ɽija,bark82,false,expert,Chacon2018,ɽ   i   j   a,,Chacon2018
128,128,ɽiːja,bark82,false,expert,Chacon2018,ɽ   i ː   j   a,,Chacon2018
129,129,ɽija,bark82,false,expert,Chacon2018,ɽ   i   j   a,,Chacon2018
130,130,ɽija,bark82,false,expert,Chacon2018,ɽ   i   j   a,,Chacon2018
131,131,ɽia,bark82,false,expert,Chacon2018,ɽ   i   -   a,,Chacon2018
132,132,ɽja,bark82,false,expert,Chacon2018,ɽ   -   j   a,,Chacon2018
133,133,ɽi.ja,bark82,false,expert,Chacon2018,ɽ   i   j   a,,Chacon2018
134,134,ɾija,bark82,false,expert,Chacon2018,ɾ   i   j   a,,Chacon2018
135,135,likhi,bark81,false,expert,Chacon2018,,,Chacon2018
136,136,liːke,bark81,false,expert,Chacon2018,,,Chacon2018
137,137,natakanda,bark92,false,expert,Chacon2018,,,Chacon2018
138,138,pakoːna,bark88,false,expert,Chacon2018,,,Chacon2018
139,139,maːta,bark92,false,expert,Chacon2018,,,Chacon2018
140,140,kaːhikɐni,alive21,false,expert,Chacon2018,k   a ː   h   i   k   ɐ   n   i,,Chacon2018
141,141,kahikani,alive21,false,expert,Chacon2018,,,Chacon2018
142,142,kaʐivide,alive21,false,expert,Chacon2018,,,Chacon2018
143,143,tɐɾanipɛ,alive23,false,expert,Chacon2018,,,Chacon2018
144,144,matʃjakani,alive5,false,expert,Chacon2018,,,Chacon2018
145,145,kaaɸikani,alive21,false,expert,Chacon2018,k   a ː   w ʰ   i   k   a   n   i,,Chacon2018
146,146,taɾalitɛ,alive23,false,expert,Chacon2018,,,Chacon2018
147,147,joːfuakada,alive19,false,expert,Chacon2018,j   o ː   f   u   a   k   a   d   a,,Chacon2018
148,148,joːfaːketi ~ ofa,alive19,false,expert,Chacon2018,j   o ː   f   a ː   -   k   e   t   i,,Chacon2018
149,149,johaketi,alive19,false,expert,Chacon2018,j   o   h   a   -   k   e   t   i,,Chacon2018
150,150,jaːhiketi,alive19,false,expert,Chacon2018,j   a ː   h   i   -   k   e   t   i,,Chacon2018
151,151,nɛtoaɾi,alive29,false,expert,Chacon2018,,,Chacon2018
152,152,heajnĩpejtɛ,born195,false,expert,Chacon2018,,,Chacon2018
153,153,danʰite,behind93,false,expert,Chacon2018,d   a   n ʰ   i   t   e,,Chacon2018
154,154,nuapuante (me,behind94,false,expert,Chacon2018,n   u   a   p   u   -   a   n   t   e,,Chacon2018
155,155,litamale,behind96,false,expert,Chacon2018,,,Chacon2018
156,156,noapodanse,behind94,false,expert,Chacon2018,n   o   a   p   o   d   a   n   s   e,,Chacon2018
157,157,ɽiwawa,belly98,false,expert,Chacon2018,,,Chacon2018
158,158,nuʃada,belly108,false,expert,Chacon2018,n   u   ʃ   -   a   d   a,,Chacon2018
159,159,ɽiwawa,belly98,false,expert,Chacon2018,,,Chacon2018
160,160,nuwawa,belly98,false,expert,Chacon2018,,,Chacon2018
161,161,nuwawa,belly98,false,expert,Chacon2018,,,Chacon2018
162,162,nuʃada,belly108,false,expert,Chacon2018,n   u   ʃ   -   a   d   a,,Chacon2018
163,163,ɽiwawa,belly98,false,expert,Chacon2018,,,Chacon2018
164,164,wawawa,belly98,false,expert,Chacon2018,,,Chacon2018
165,165,lisrada,belly108,false,expert,Chacon2018,l   i   s   ɾ   a   d   a,,Chacon2018
166,166,lisrada,belly108,false,expert,Chacon2018,l   i   s   ɾ   a   d   a,,Chacon2018
167,167,lisrada,belly108,false,expert,Chacon2018,l   i   s   ɾ   a   d   a,,Chacon2018
168,168,liwawa,belly98,false,expert,Chacon2018,,,Chacon2018
169,169,nutʃiapu,belly108,false,expert,Chacon2018,n   u   t ʃ   i   a   p   u,,Chacon2018
170,170,ɽiapʰitɛ,below114,false,expert,Chacon2018,(   ɽ   i   )   a   p ʰ   i   -   t   ɛ   (   -   -   -   -   )   -   -,,Chacon2018
171,171,ɽiapisɛ,below114,false,expert,Chacon2018,(   ɽ   i   )   a   p   i   -   s   ɛ   (   -   -   -   -   )   -   -,,Chacon2018
172,172,ɽiaphiːpe,below114,false,expert,Chacon2018,(   ɽ   i   )   a   p ʰ   i ː   -   -   -   (   -   -   -   -   )   p   e,,Chacon2018
173,173,ɽiaphie,below114,false,expert,Chacon2018,(   ɽ   i   )   a   p ʰ   i   e   -   -   (   -   -   -   -   )   -   -,,Chacon2018
174,174,ɾiapite,below114,false,expert,Chacon2018,(   ɾ   i   )   a   p   i   -   t   e   (   -   -   -   -   )   -   -,,Chacon2018
175,175,wapisakumapʰɛˑ,below114,false,expert,Chacon2018,(   w   -   )   a   p   i   -   s   a   (   k   u   m   a   )   p ʰ   ɛ,,Chacon2018
176,176,jatʃipɛɾahə,below114,false,expert,Chacon2018,(   j   -   )   a   t ʃ   i   -   p   ɛ   (   ɾ   a   -   -   )   h   ə,,Chacon2018
177,177,makadaɽi,big115,false,expert,Chacon2018,,,Chacon2018
178,178,makadaɽi,big115,false,expert,Chacon2018,,,Chacon2018
179,179,makádaɽi,big115,false,expert,Chacon2018,,,Chacon2018
180,180,makadaɽi,big115,false,expert,Chacon2018,,,Chacon2018
181,181,mahmiɽi,big117,false,expert,Chacon2018,m   a   m ʰ   i   ɽ   i,,Chacon2018
182,182,hanipa,big124,false,expert,Chacon2018,,,Chacon2018
183,183,hanʊ̃ĩtɛ,big124,false,expert,Chacon2018,,,Chacon2018
184,184,makadali,big115,false,expert,Chacon2018,,,Chacon2018
185,185,maniri,big117,false,expert,Chacon2018,,,Chacon2018
186,186,makadale,big115,false,expert,Chacon2018,,,Chacon2018
187,187,makadali,big115,false,expert,Chacon2018,,,Chacon2018
188,188,tsuteɾi,big9,false,expert,Chacon2018,,,Chacon2018
189,189,kepiʐeːni,bird126,false,expert,Chacon2018,k   e   -   p   i   -   ʐ   e ː   -   -   -   n   i,,Chacon2018
190,190,kepiʐeni,bird126,false,expert,Chacon2018,k   e   -   p   i   -   ʐ   e   -   -   -   n   i,,Chacon2018
191,191,kepiʐeni,bird126,false,expert,Chacon2018,k   e   -   p   i   -   ʐ   e   -   -   -   n   i,,Chacon2018
192,192,kepiʐeni,bird126,false,expert,Chacon2018,k   e   -   p   i   -   ʐ   e   -   -   -   n   i,,Chacon2018
193,193,kuiphiaʐu,bird12,false,expert,Chacon2018,k   u   i   p ʰ   i   a   ʐ   u,,Chacon2018
194,194,keːpiʐɐ,bird126,false,expert,Chacon2018,k   e ː   -   p   i   -   ʐ   ɐ   -   -   -   -   -,,Chacon2018
195,195,tike,bird127,false,expert,Chacon2018,,,Chacon2018
196,196,kepiʐeni,bird126,false,expert,Chacon2018,k   e   -   p   i   -   ʐ   e   -   -   -   n   i,,Chacon2018
197,197,kepiɾiahʲa,bird126,false,expert,Chacon2018,k   e   -   p   i   -   ɾ   i   a   h ʲ   a   -   -,,Chacon2018
198,198,wiphiaro,bird12,false,expert,Chacon2018,-   w   i   p ʰ   i   a   ɾ   o,,Chacon2018
199,199,tsiːka,bird127,false,expert,Chacon2018,,,Chacon2018
200,200,jaːrakape,bird134,false,expert,Chacon2018,,,Chacon2018
201,201,wiːpiaro,bird12,false,expert,Chacon2018,# N A M E ?,,Chacon2018
202,202,amutʃitihɐ̃,bird137,false,expert,Chacon2018,,,Chacon2018
203,203,pihuɐ̃nⁱ,bite138,false,expert,Chacon2018,(   p   )   i   -   h   u   (   ɐ ̃   n ⁱ   -   -   -   -   -   -   -   ),,Chacon2018
204,204,tipatekani,bite139,false,expert,Chacon2018,,,Chacon2018
205,205,nuhuaka,bite138,false,expert,Chacon2018,(   n   )   u   -   h   u   (   a   k   a   -   -   -   -   -   -   ),,Chacon2018
206,206,ɽiuhaːka,bite138,false,expert,Chacon2018,(   ɽ   )   i   u   h   a ː   (   -   -   -   -   -   k   a   -   -   ),,Chacon2018
207,207,nuhũaka,bite138,false,expert,Chacon2018,(   n   )   -   u   h   ũ   (   a   k   a   -   -   -   -   -   -   ),,Chacon2018
208,208,nuhũaka,bite138,false,expert,Chacon2018,(   n   )   -   u   h   ũ   (   a   k   a   -   -   -   -   -   -   ),,Chacon2018
209,209,nãhmõnĩpɛ,bite138,false,expert,Chacon2018,(   n   )   ã   -   m ʰ   õ   (   -   n   ĩ   p   ɛ   -   -   -   -   ),,Chacon2018
210,210,ihmoaketi,bite138,false,expert,Chacon2018,(   -   )   i   -   m ʰ   o   (   a   -   -   -   -   k   e   t   i   ),,Chacon2018
211,211,inʰuakheti,bite138,false,expert,Chacon2018,(   -   )   i   -   n ʰ   u   (   a   -   -   -   -   k ʰ   e   t   i   ),,Chacon2018
212,212,inʰuaketi,bite138,false,expert,Chacon2018,(   -   )   i   -   n ʰ   u   (   a   k   e   t   i   -   -   -   -   ),,Chacon2018
213,213,ijmoaketi,bite138,false,expert,Chacon2018,(   -   )   i   j   m   o   (   a   -   -   -   -   k   e   t   i   ),,Chacon2018
214,214,numutʃitɐni,bite148,false,expert,Chacon2018,,,Chacon2018
215,215,ipadaɽi,black160,false,expert,Chacon2018,-   -   i   p   a   d   a   ɽ   i   -   -   -   -   -,,Chacon2018
216,216,iːtadaɽi,black160,false,expert,Chacon2018,-   -   i ː   t   a   d   a   ɽ   i   -   -   -   -   -,,Chacon2018
217,217,iʈadaɽi,black160,false,expert,Chacon2018,-   -   i   t   a   d   a   ɽ   i   -   -   -   -   -,,Chacon2018
218,218,ithakani,black160,false,expert,Chacon2018,-   -   i   t ʰ   a   k   a   n   i   -   -   -   -   -,,Chacon2018
219,219,ɽiːpadaɽi,black160,false,expert,Chacon2018,-   ɽ   i ː   p   a   d   a   ɽ   i   -   -   -   -   -,,Chacon2018
220,220,kaðajtɛ,black154,false,expert,Chacon2018,,,Chacon2018
221,221,kaidaːkaɽi,black160,false,expert,Chacon2018,k   a   i   d   a ː   k   a   ɽ   i   -   -   -   -   -,,Chacon2018
222,222,iːtadaɽi,black160,false,expert,Chacon2018,-   -   i ː   t   a   d   a   ɽ   i   -   -   -   -   -,,Chacon2018
223,223,taːdaɔmanʊka,black160,false,expert,Chacon2018,# N A M E ?,,Chacon2018
224,224,iːtadali,black160,false,expert,Chacon2018,-   -   i ː   t   a   d   a   l   i   -   -   -   -   -,,Chacon2018
225,225,iːta ~ itaːdali,black160,false,expert,Chacon2018,-   -   i ː   t   a   -   -   -   -   -   -   -   -   -,,Chacon2018
226,226,iːtadale,black160,false,expert,Chacon2018,-   -   i ː   t   a   d   a   l   e   -   -   -   -   -,,Chacon2018
227,227,iːtadali,black160,false,expert,Chacon2018,-   -   i ː   t   a   d   a   l   i   -   -   -   -   -,,Chacon2018
228,228,sɛɾeɾi,black161,false,expert,Chacon2018,,,Chacon2018
229,229,ɽiɽɐnɐ,blood172,false,expert,Chacon2018,ɽ   i   ɽ   ɐ   n   ɐ   -   -,,Chacon2018
230,230,ɽiːɽɐna,blood172,false,expert,Chacon2018,ɽ   i ː   ɽ   ɐ   n   a   -   -,,Chacon2018
231,231,ɽiʐɐna,blood172,false,expert,Chacon2018,ɽ   i   ʐ   ɐ   n   a   -   -,,Chacon2018
232,232,ɽiʐɐna,blood172,false,expert,Chacon2018,ɽ   i   ʐ   ɐ   n   a   -   -,,Chacon2018
233,233,ɽiʐana,blood172,false,expert,Chacon2018,ɽ   i   ʐ   a   n   a   -   -,,Chacon2018
234,234,iːðɐ,blood172,false,expert,Chacon2018,-   i ː   ð   ɐ   -   -   -   -,,Chacon2018
235,235,iɽi,blood172,false,expert,Chacon2018,-   i   ɽ   i   -   -   -   -,,Chacon2018
236,236,liːrana,blood172,false,expert,Chacon2018,l   i ː   ɾ   a   n   a   -   -,,Chacon2018
237,237,iranaːti ~ irana,blood172,false,expert,Chacon2018,# N A M E ?,,Chacon2018
238,238,liːrana,blood172,false,expert,Chacon2018,l   i ː   ɾ   a   n   a   -   -,,Chacon2018
239,239,lirana,blood172,false,expert,Chacon2018,l   i   ɾ   a   n   a   -   -,,Chacon2018
240,240,niasti,blood173,false,expert,Chacon2018,,,Chacon2018
241,241,nopʰiaka,blow174,false,expert,Chacon2018,n   o   p ʰ   i   a   k   a   -   -,,Chacon2018
242,242,nupʰiaka,blow174,false,expert,Chacon2018,n   u   p ʰ   i   a   k   a   -   -,,Chacon2018
243,243,nuphiaka,blow174,false,expert,Chacon2018,n   u   p ʰ   i   a   k   a   -   -,,Chacon2018
244,244,nuphiaka,blow174,false,expert,Chacon2018,n   u   p ʰ   i   a   k   a   -   -,,Chacon2018
245,245,nãphiakanãmãnika,blow174,false,expert,Chacon2018,,,Chacon2018
246,246,iphiakada,blow174,false,expert,Chacon2018,-   i   p ʰ   i   a   k   a   d   a,,Chacon2018
247,247,iphiakheti,blow174,false,expert,Chacon2018,-   i   p ʰ   i   a   k ʰ   e   t   i,,Chacon2018
248,248,iphiaketi,blow174,false,expert,Chacon2018,-   i   p ʰ   i   a   k   e   t   i,,Chacon2018
249,249,ipiaketi,blow174,false,expert,Chacon2018,# N A M E ?,,Chacon2018
250,250,pijowitɛhə,blow183,false,expert,Chacon2018,,,Chacon2018
251,251,memamadaɽi,dull377,false,expert,Chacon2018,-   -   m   e   m   a   m   a   d   a   ɽ   i   -   -   -   -,,Chacon2018
252,252,wapɛkoni,dull370,false,expert,Chacon2018,,,Chacon2018
253,253,nupɛkoka,dull370,false,expert,Chacon2018,,,Chacon2018
254,254,nukadaka,dull371,false,expert,Chacon2018,,,Chacon2018
255,255,memanə̃kadupeɾi,dull377,false,expert,Chacon2018,# N A M E ?,,Chacon2018
256,256,meːmadali,dull377,false,expert,Chacon2018,-   -   m   e ː   m   a   d   a   l   i   -   -   -   -   -   -,,Chacon2018
257,257,meminete,dull377,false,expert,Chacon2018,-   -   m   e   m   i   n   e   t   e   -   -   -   -   -   -,,Chacon2018
258,258,memaneːte,dull377,false,expert,Chacon2018,-   -   m   e   m   a   n   e ː   t   e   -   -   -   -   -   -,,Chacon2018
259,259,temeːte,dull377,false,expert,Chacon2018,t   e   m   e ː   -   -   t   e   -   -   -   -   -   -   -   -,,Chacon2018
260,260,jamenɐpiẽhe,dull377,false,expert,Chacon2018,j   a   m   e   n   ɐ   p   i   ẽ   h   e   -   -   -   -   -,,Chacon2018
261,261,ɽiapi,bone184,false,expert,Chacon2018,-   ɽ   i   a   p   i   -   -,,Chacon2018
262,262,ɽiapi,bone184,false,expert,Chacon2018,-   ɽ   i   a   p   i   -   -,,Chacon2018
263,263,ɽiapi,bone184,false,expert,Chacon2018,-   ɽ   i   a   p   i   -   -,,Chacon2018
264,264,ɽiapi,bone184,false,expert,Chacon2018,-   ɽ   i   a   p   i   -   -,,Chacon2018
265,265,ljapipi,bone184,false,expert,Chacon2018,# N A M E ?,,Chacon2018
266,266,ɲãpi,bone184,false,expert,Chacon2018,-   ɲ   ã   -   p   i   -   -,,Chacon2018
267,267,liapi,bone184,false,expert,Chacon2018,-   l   i   a   p   i   -   -,,Chacon2018
268,268,inapi,bone184,false,expert,Chacon2018,i   n   a   -   p   i   -   -,,Chacon2018
269,269,liapi,bone184,false,expert,Chacon2018,-   l   i   a   p   i   -   -,,Chacon2018
270,270,liapi,bone184,false,expert,Chacon2018,-   l   i   a   p   i   -   -,,Chacon2018
271,271,simati,bone194,false,expert,Chacon2018,,,Chacon2018
272,272,jenipɛʈi,boychild601,false,expert,Chacon2018,j   e   n   i   p   ɛ   t   i,,Chacon2018
273,273,ieːnipɛʈi,boychild601,false,expert,Chacon2018,i   e ː   n   i   p   ɛ   t   i,,Chacon2018
274,274,kɛːpɛʈi,boychild601,false,expert,Chacon2018,k   ɛ ː   -   -   p   ɛ   t   i,,Chacon2018
275,275,jempeti,boychild601,false,expert,Chacon2018,y   e   m   -   p   e   t   i,,Chacon2018
276,276,jempeti,boychild601,false,expert,Chacon2018,y   e   m   -   p   e   t   i,,Chacon2018
277,277,haːpe,boychild602,false,expert,Chacon2018,,,Chacon2018
278,278,jempeti,boychild601,false,expert,Chacon2018,y   e   m   -   p   e   t   i,,Chacon2018
279,279,jempeti,boychild601,false,expert,Chacon2018,y   e   m   -   p   e   t   i,,Chacon2018
280,280,wiɾubɛɽo,boychild204,false,expert,Chacon2018,,,Chacon2018
281,281,nuini,breast213,false,expert,Chacon2018,(   -   n   u   -   )   -   -   i   n   i,,Chacon2018
282,282,ɽiːni,breast213,false,expert,Chacon2018,(   -   -   ɽ   -   )   -   -   i ː   n   i,,Chacon2018
283,283,ina ʐini,breast213,false,expert,Chacon2018,(   i   n   a   -   )   #   ʐ   i   n   i,,Chacon2018
